,manufacturer,productName,releaseYear,memSize,memBusWidth,gpuClock,memClock,unifiedShader,tmu,rop,pixelShader,vertexShader,igp,bus,memType,gpuChip,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,category,picture
0,NVIDIA,GeForce MX550,2022.0,2.0,64.0,1065.0,1500.0,1024.0,32.0,16.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,TU117,5090.0,424.0,202.914,27.502,137.0,42.88199999999999,2022.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
1,NVIDIA,GeForce RTX 3090 Ti,2022.0,24.0,384.0,1560.0,1313.0,10752.0,336.0,112.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6X,GA102,29094.0,1117.0,2099.99,13.85,450.0,64.65,2022.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
2,AMD,Radeon RX 6400,2022.0,4.0,64.0,1923.0,2000.0,768.0,48.0,32.0,23.2,7.8,No,PCIe 4.0 x4,GDDR6,Navi 24,6958.0,899.0,159.99,43.49,89.0,81.86800000000001,2022.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
3,AMD,Radeon RX 6500 XT,2022.0,4.0,64.0,2310.0,2248.0,1024.0,64.0,32.0,23.2,7.8,No,PCIe 4.0 x4,GDDR6,Navi 24,9445.0,910.0,199.99,47.23,135.0,73.43800000000002,2022.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
4,AMD,Radeon RX 6700S,2022.0,8.0,128.0,1700.0,1750.0,1792.0,112.0,64.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 23,11989.0,829.0,376.702,33.498,120.0,99.498,2022.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
5,NVIDIA,GeForce RTX 3060,2021.0,12.0,192.0,1320.0,1875.0,3584.0,112.0,48.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA106,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
6,NVIDIA,GeForce RTX 3070 Ti,2021.0,8.0,256.0,1575.0,1188.0,6144.0,192.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6X,GA104,23367.0,1003.0,749.99,31.16,290.0,80.58,2021.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
7,NVIDIA,GeForce RTX 3080 Ti,2021.0,12.0,384.0,1365.0,1188.0,10240.0,320.0,112.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6X,GA102,26887.0,1031.0,1199.99,22.41,350.0,76.82,2021.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
8,AMD,Radeon RX 6600,2021.0,8.0,128.0,1626.0,1750.0,1792.0,112.0,64.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 23,13881.0,945.0,513.298,30.836,164.0,86.342,2021.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
9,AMD,Radeon RX 6600 XT,2021.0,8.0,128.0,1968.0,2000.0,2048.0,128.0,64.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 23,15853.0,1003.0,399.99,39.63,160.0,99.08,2021.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
10,AMD,Radeon RX 6600M,2021.0,8.0,128.0,2068.0,1750.0,1792.0,112.0,64.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 23,9094.0,698.0,339.99,26.75,152.0,62.07000000000001,2021.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
11,AMD,Radeon RX 6700 XT,2021.0,12.0,192.0,2321.0,2000.0,2560.0,160.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 22,18993.0,1014.0,529.99,35.84,230.0,82.58,2021.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
12,AMD,Radeon RX 6700M,2021.0,10.0,160.0,1489.0,2000.0,2304.0,144.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 22,11499.0,550.0,530.7,27.854,128.0,92.748,2021.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
13,AMD,Radeon RX 6800M,2021.0,12.0,192.0,2116.0,2000.0,2560.0,160.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 22,9012.0,643.0,411.992,22.924,145.0,62.15,2021.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
14,AMD,Radeon Vega 6,2021.0,2.512,192.0,300.0,861.6,384.0,24.0,8.0,24.0,8.0,Yes,IGP,System Shared,Cezanne,1296.0,353.0,1799.99,0.72,47.6,28.23,2018.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
15,AMD,Radeon Vega 8,2021.0,2.2048,179.2,300.0,880.0,512.0,32.0,8.0,22.4,7.6,Yes,IGP,System Shared,Cezanne,1593.0,421.0,126.86,12.56,80.0,20.682,2018.0,"Desktop, Mobile",https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
16,AMD,Radeon Vega 8 Mobile,2021.0,2.8,256.0,300.0,672.4,512.0,32.0,8.0,23.2,7.8,Yes,IGP,System Shared,Cezanne,1438.0,349.0,482.526,8.806000000000001,84.4,19.166000000000004,2017.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
17,NVIDIA,RTX A2000,2021.0,6.0,192.0,562.0,1500.0,3328.0,104.0,48.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA106,13128.0,928.0,845.99,15.52,206.0,68.47999999999999,2021.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
18,NVIDIA,RTX A4000,2021.0,16.0,256.0,735.0,1750.0,6144.0,192.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA104,18988.0,938.0,1233.98,15.39,140.0,135.63,2021.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
19,NVIDIA,RTX A4500,2021.0,20.0,320.0,1050.0,2000.0,7168.0,224.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA102,21546.0,892.0,2134.64,10.09,200.0,107.73,2022.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
20,NVIDIA,RTX A5000,2021.0,24.0,384.0,1170.0,2000.0,8192.0,256.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA102,22867.0,984.0,2631.2,8.69,230.0,99.42,2021.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
21,NVIDIA,T1000,2021.0,4.0,128.0,1065.0,1250.0,896.0,56.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU117,7829.0,831.0,375.72,20.84,90.0,84.23,2021.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
22,NVIDIA,T400,2021.0,2.0,64.0,420.0,1250.0,384.0,24.0,16.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU117,3627.0,561.0,156.99,23.1,120.2,42.644,2021.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
23,NVIDIA,T600,2021.0,4.0,128.0,735.0,1250.0,640.0,40.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU117,6509.0,738.0,249.0,26.14,89.0,74.03,2021.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
24,NVIDIA,GeForce MX330,2020.0,2.0,64.0,1531.0,1752.0,384.0,24.0,16.0,28.8,8.0,No,PCIe 3.0 x4,GDDR5,GP108,2547.0,234.0,128.8,22.048,44.0,63.352,2020.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
25,NVIDIA,GeForce MX350,2020.0,2.0,64.0,1354.0,1752.0,640.0,32.0,16.0,28.8,8.0,No,PCIe 3.0 x4,GDDR5,GP107,2855.0,243.0,154.14,18.988000000000003,72.0,46.932,2020.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
26,NVIDIA,GeForce MX350,2020.0,2.0,64.0,747.0,1752.0,640.0,32.0,16.0,23.2,7.8,No,PCIe 3.0 x4,GDDR5,GP107,2855.0,243.0,157.942,20.722,71.0,42.082,2020.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
27,NVIDIA,GeForce RTX 3060 Ti,2020.0,8.0,256.0,1410.0,1750.0,4864.0,152.0,80.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA104,20206.0,961.0,599.99,33.68,200.0,101.03,2020.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
28,NVIDIA,GeForce RTX 3070,2020.0,8.0,256.0,1500.0,1750.0,5888.0,184.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA104,22093.0,969.0,719.99,30.69,220.0,100.42,2020.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
29,NVIDIA,GeForce RTX 3080,2020.0,10.0,320.0,1440.0,1188.0,8704.0,272.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6X,GA102,24853.0,1003.0,999.0,24.88,320.0,77.66,2020.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
30,NVIDIA,GeForce RTX 3090,2020.0,24.0,384.0,1395.0,1219.0,10496.0,328.0,112.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6X,GA102,26395.0,999.0,1749.99,15.08,350.0,75.41,2020.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
31,AMD,Radeon Pro 5300,2020.0,4.0,128.0,1000.0,1750.0,1280.0,80.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,7522.0,663.0,323.142,26.848000000000003,90.0,84.23,2020.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
32,AMD,Radeon Pro 5500 XT,2020.0,8.0,128.0,1187.0,1750.0,1536.0,96.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,8298.0,628.0,450.538,23.962,141.0,66.05800000000002,2020.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
33,AMD,Radeon Pro 5600M,2020.0,8.0,2048.0,1000.0,770.0,2560.0,160.0,64.0,23.2,7.8,No,PCIe 4.0 x16,HBM2,Navi 12,10200.0,702.0,1072.828,14.648,50.0,204.0,2020.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
34,AMD,Radeon Pro 5700,2020.0,8.0,256.0,1243.0,1500.0,2304.0,144.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 10,11844.0,829.0,824.5,23.288,130.0,91.11,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
35,AMD,Radeon Pro 5700 XT,2020.0,16.0,256.0,1243.0,1500.0,2560.0,160.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 10,12537.0,831.0,896.902,22.376,130.0,96.43,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
36,AMD,Radeon Pro VII,2020.0,16.0,4096.0,1400.0,1000.0,3840.0,240.0,64.0,23.2,7.8,No,PCIe 4.0 x16,HBM2,Vega 20,16853.0,720.0,3059.664,9.462,250.0,67.41,2020.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
37,AMD,Radeon Pro W5500,2020.0,8.0,128.0,1744.0,1750.0,1408.0,88.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,9269.0,896.0,480.99,19.27,125.0,74.15,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
38,AMD,Radeon Pro W5500M,2020.0,4.0,128.0,1000.0,1750.0,1408.0,88.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,2010.0,533.0,247.598,9.204,85.0,23.65,2020.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
39,AMD,Radeon RX 5300,2020.0,3.0,96.0,1327.0,1750.0,1408.0,88.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,7611.0,854.0,323.142,26.848000000000003,100.0,76.11,2021.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
40,AMD,Radeon RX 5600 XT,2020.0,6.0,192.0,1130.0,1500.0,2304.0,144.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 10,13836.0,914.0,545.0,25.39,150.0,92.24,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
41,AMD,Radeon RX 5600M,2020.0,6.0,192.0,1035.0,1500.0,2304.0,144.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 10,7157.0,537.0,590.1800000000001,14.78,150.0,47.72,2020.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
42,AMD,Radeon RX 6800,2020.0,16.0,256.0,1700.0,2000.0,3840.0,240.0,96.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 21,20667.0,1030.0,758.99,27.23,250.0,82.67,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
43,AMD,Radeon RX 6800 XT,2020.0,16.0,256.0,1825.0,2000.0,4608.0,288.0,128.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 21,23364.0,1078.0,859.0,27.2,300.0,77.88,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
44,AMD,Radeon RX 6900 XT,2020.0,16.0,256.0,1825.0,2000.0,5120.0,320.0,128.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 21,25458.0,1102.0,1120.31,22.72,300.0,84.86,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
45,AMD,Radeon Vega 3 Mobile,2020.0,1.6143999999999998,166.4,300.0,670.0,192.0,12.0,4.0,23.2,7.8,Yes,IGP,System Shared,Picasso,1029.0,310.0,980.2399999999998,5.432,50.4,20.528,2017.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
46,NVIDIA,RTX A6000,2020.0,48.0,384.0,1410.0,2000.0,10752.0,336.0,112.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,GA102,22122.0,832.0,4999.99,4.42,300.0,73.74,2021.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
47,NVIDIA,GeForce GTX 1650,2019.0,4.0,128.0,1485.0,2001.0,896.0,56.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,TU117,7807.0,592.0,209.0,37.35,75.0,104.09,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
48,NVIDIA,GeForce GTX 1650 SUPER,2019.0,4.0,128.0,1530.0,1500.0,1280.0,80.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU116,10032.0,761.0,441.05,22.75,100.0,100.32,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
49,NVIDIA,GeForce GTX 1660,2019.0,6.0,192.0,1530.0,2001.0,1408.0,88.0,48.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,TU116,11695.0,796.0,399.99,29.24,120.0,97.46,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
50,NVIDIA,GeForce GTX 1660 SUPER,2019.0,6.0,192.0,1530.0,1750.0,1408.0,88.0,48.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU116,12732.0,823.0,329.99,38.58,125.0,101.85,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
51,NVIDIA,GeForce GTX 1660 Ti,2019.0,6.0,192.0,1500.0,1500.0,1536.0,96.0,48.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU116,11794.0,702.0,349.99,33.7,120.0,98.29,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
52,NVIDIA,GeForce MX230,2019.0,2.0,64.0,1519.0,1502.0,256.0,16.0,16.0,28.8,8.0,No,PCIe 3.0 x4,GDDR5,GP108,1884.0,219.0,116.082,19.748,46.6,46.73199999999999,2019.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
53,NVIDIA,GeForce MX250,2019.0,2.0,64.0,1519.0,1502.0,384.0,24.0,16.0,28.8,8.0,No,PCIe 3.0 x4,GDDR5,GP108,2515.0,250.0,120.66,25.924,44.0,63.352,2019.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
54,NVIDIA,GeForce MX250,2019.0,2.0,64.0,937.0,1502.0,384.0,24.0,16.0,23.2,7.8,No,PCIe 3.0 x4,GDDR5,GP108B,2515.0,250.0,127.412,23.562,53.0,60.03,2019.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
55,NVIDIA,GeForce RTX 2060,2019.0,6.0,192.0,1365.0,1750.0,1920.0,120.0,48.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU106,13953.0,752.0,389.99,35.78,160.0,87.2,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
56,NVIDIA,GeForce RTX 2060 SUPER,2019.0,8.0,256.0,1470.0,1750.0,2176.0,136.0,64.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU106,16514.0,881.0,528.89,31.22,175.0,94.37,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
57,NVIDIA,GeForce RTX 2070 SUPER,2019.0,8.0,256.0,1605.0,1750.0,2560.0,160.0,64.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU104,18168.0,896.0,613.8,29.6,215.0,84.5,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
58,NVIDIA,GeForce RTX 2080 SUPER,2019.0,8.0,256.0,1650.0,1937.0,3072.0,192.0,64.0,23.2,7.8,No,PCIe 3.0 x16,GDDR6,TU104,19519.0,934.0,683.99,28.54,250.0,78.08,2019.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
59,NVIDIA,Quadro P2200,2019.0,5.0,160.0,1000.0,1251.0,1280.0,80.0,40.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5X,GP106,9486.0,971.0,577.17,16.43,75.0,126.47,2019.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
60,AMD,Radeon 550X,2019.0,2.0,128.0,1082.0,1750.0,512.0,32.0,16.0,28.8,8.0,No,PCIe 3.0 x8,GDDR5,Lexa,1430.0,273.0,149.38600000000002,13.062,55.4,32.296,2019.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
61,AMD,Radeon Pro 5300M,2019.0,4.0,128.0,1000.0,1500.0,1280.0,80.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,5840.0,636.0,247.996,25.508000000000003,85.0,68.7,2019.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
62,AMD,Radeon Pro 5500M,2019.0,8.0,128.0,1000.0,1500.0,1536.0,96.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,6763.0,682.0,308.762,30.276,85.0,79.56,2019.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
63,AMD,Radeon Pro 580X,2019.0,8.0,256.0,1100.0,1710.0,2304.0,144.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,Ellesmere,7540.0,698.0,909.974,12.168,150.0,50.27,2019.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
64,AMD,Radeon Pro Vega 48,2019.0,8.0,2048.0,1200.0,786.0,3072.0,192.0,64.0,23.2,7.8,No,PCIe 3.0 x16,HBM2,Vega 10,11504.0,821.0,2197.218,8.306000000000001,168.0,92.962,2019.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
65,AMD,Radeon Pro Vega 64X,2019.0,16.0,2048.0,1250.0,1000.0,4096.0,256.0,64.0,23.2,7.8,No,PCIe 3.0 x16,HBM2,Vega 10,14630.0,948.0,1616.472,11.656,263.0,54.55,2021.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
66,AMD,Radeon Pro Vega II,2019.0,32.0,4096.0,1574.0,806.0,4096.0,256.0,64.0,23.2,7.8,No,PCIe 3.0 x16,HBM2,Vega 20,14738.0,827.0,1346.462,12.446000000000002,262.0,60.644000000000005,2020.0,Unknown,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
67,AMD,Radeon Pro W5700,2019.0,8.0,256.0,1400.0,1750.0,2304.0,144.0,64.0,23.2,7.8,No,PCIe 4.0 x16,GDDR6,Navi 10,15085.0,908.0,1649.99,9.14,205.0,73.59,2020.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
68,AMD,Radeon Pro WX 3200,2019.0,4.0,128.0,1295.0,1500.0,640.0,32.0,16.0,23.2,7.8,No,PCIe 3.0 x8,GDDR5,Polaris 23,2456.0,478.0,216.99,11.32,65.0,37.78,2019.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
69,AMD,Radeon RX 5300M,2019.0,3.0,96.0,1000.0,1750.0,1408.0,88.0,32.0,23.2,7.8,No,PCIe 4.0 x8,GDDR6,Navi 14,3562.0,366.0,328.37,14.094,85.0,41.91,2020.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
